experiment_id,lambda_joint_soft_group,decoder_name,cohort,matrix_type,true_label,pred_label,count,row_sum,row_percent
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,1,0,3,3,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,1,1,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,1,2,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,2,0,30,84,0.35714285714285715
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,2,1,31,84,0.36904761904761907
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,2,2,23,84,0.27380952380952384
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,0,0,260,368,0.7065217391304348
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,0,1,71,368,0.19293478260869565
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,0,2,37,368,0.10054347826086957
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,1,0,3,3,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,1,1,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,1,2,0,3,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,2,0,25,75,0.3333333333333333
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,2,1,28,75,0.37333333333333335
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan_have_bmi,stage,2,2,22,75,0.29333333333333333
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,0,0,154,154,1.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,hebei,stage,0,1,0,154,0.0
